symbol,strategy,signalDate,footprintScore,deliveryRatio,volumeRatio,entryDate,exitDate,entryPrice,stop,target,exitName,exitReason,holdSessions,netReturnPct,netR
NATCOPHARM,Relative-strength leader breakout,2026-05-06,65,1.599,1.747,2026-05-07,2026-05-13,1172.14,1112.43,1321.41,2.5R fixed target,Time Exit,5,-0.32,-0.063
PARKHOSPS,Relative-strength leader breakout,2026-05-06,53,0.681,0.538,2026-05-07,2026-05-13,246.99,231.04,286.88,2.5R fixed target,Time Exit,5,0.079,0.012
RAYMOND,Relative-strength leader breakout,2026-05-06,92,5.403,10.408,2026-05-07,2026-05-12,529.01,483.19,643.54,2.5R fixed target,Stop,4,-8.96,-1.035
RAYMONDREL,Relative-strength leader breakout,2026-05-06,100,12.485,29.103,2026-05-07,2026-05-13,591,525.51,754.73,2.5R fixed target,Time Exit,5,-3.151,-0.284
SGFIN,Relative-strength leader breakout,2026-05-06,80,3.032,1.628,2026-05-07,2026-05-13,628,551.98,818.06,2.5R fixed target,Time Exit,5,-8.883,-0.734
SHAILY,Relative-strength leader breakout,2026-05-06,63,0.378,0.297,2026-05-07,2026-05-13,2669,2457.67,3197.31,2.5R fixed target,Time Exit,5,2.51,0.317
SHILPAMED,Relative-strength leader breakout,2026-05-06,100,2.344,2.194,2026-05-07,2026-05-13,449.8,415.99,534.31,2.5R fixed target,Time Exit,5,-2.734,-0.364
SUMICHEM,Relative-strength leader breakout,2026-05-06,92,3.396,3.687,2026-05-07,2026-05-11,505,466.23,601.93,2.5R fixed target,Stop,3,-7.978,-1.039
SUNFLAG,Relative-strength leader breakout,2026-05-06,90,7.314,10.086,2026-05-07,2026-05-12,405.81,370.25,494.71,2.5R fixed target,Stop,4,-9.062,-1.034
ARIS,Relative-strength leader breakout,2026-05-07,81,1.283,2.023,2026-05-08,2026-05-14,149.49,135.76,183.82,2.5R fixed target,Time Exit,5,-3.618,-0.394
ASTRAMICRO,Relative-strength leader breakout,2026-05-07,94,2.888,2.694,2026-05-08,2026-05-14,1171.14,1097.94,1354.12,2.5R fixed target,Stop,5,-6.55,-1.048
AVALON,Relative-strength leader breakout,2026-05-07,85,5.238,10.27,2026-05-08,2026-05-14,1308.71,1195.54,1591.65,2.5R fixed target,Time Exit,5,-3.304,-0.382
BAJAJCON,Relative-strength leader breakout,2026-05-07,60,1.928,1.492,2026-05-08,2026-05-14,540.08,499.89,640.55,2.5R fixed target,Time Exit,5,-4.305,-0.578
BHARATFORG,Relative-strength leader breakout,2026-05-07,90,4.007,5.588,2026-05-08,2026-05-12,2030.65,1917.49,2313.56,2.5R fixed target,Stop,3,-5.873,-1.054
CEIGALL,Relative-strength leader breakout,2026-05-07,100,6.161,12.685,2026-05-08,2026-05-12,375.75,350.6,438.62,2.5R fixed target,Stop,3,-6.993,-1.045
CGPOWER,Relative-strength leader breakout,2026-05-07,100,2.207,3.647,2026-05-08,2026-05-14,874.09,824.67,997.66,2.5R fixed target,Time Exit,5,-3.257,-0.576
COCHINSHIP,Relative-strength leader breakout,2026-05-07,78,2.26,1.208,2026-05-08,2026-05-11,1830,1718.74,2108.16,2.5R fixed target,Stop,2,-6.38,-1.049
DCXINDIA,Relative-strength leader breakout,2026-05-07,100,3.769,3.229,2026-05-08,2026-05-12,223.15,206.97,263.59,2.5R fixed target,Gap Stop,3,-8.105,-1.118
DEEPAKFERT,Relative-strength leader breakout,2026-05-07,78,1.471,0.842,2026-05-08,2026-05-12,1350.7,1266.2,1561.95,2.5R fixed target,Stop,3,-6.556,-1.048
GAEL,Relative-strength leader breakout,2026-05-07,100,2.907,2.305,2026-05-08,2026-05-14,165.5,153.96,194.34,2.5R fixed target,Time Exit,5,-2.548,-0.365
GUJTHEM,Relative-strength leader breakout,2026-05-07,78,2.014,0.571,2026-05-08,2026-05-12,404.11,367.54,495.53,2.5R fixed target,Stop,3,-9.349,-1.033
INGERRAND,Relative-strength leader breakout,2026-05-07,88,1.714,1.705,2026-05-08,2026-05-12,4579.14,4334.98,5189.55,2.5R fixed target,Stop,3,-5.632,-1.056
IOLCP,Relative-strength leader breakout,2026-05-07,76,1.261,1.151,2026-05-11,2026-05-15,100.15,93.25,117.39,2.5R fixed target,Time Exit,5,5.481,0.796
JAINREC,Relative-strength leader breakout,2026-05-07,100,3.489,4.364,2026-05-08,2026-05-14,516.03,481.57,602.19,2.5R fixed target,Time Exit,5,9.19,1.376
KERNEX,Relative-strength leader breakout,2026-05-07,90,5.895,5.841,2026-05-08,2026-05-12,1535,1430.22,1796.94,2.5R fixed target,Stop,3,-7.126,-1.044
KIRLPNU,Relative-strength leader breakout,2026-05-07,100,1.689,0.916,2026-05-08,2026-05-12,1607.21,1494.67,1888.55,2.5R fixed target,Stop,3,-7.302,-1.043
MODEFENCE,Relative-strength leader breakout,2026-05-07,50,1.917,1.616,2026-05-08,2026-05-12,104.14,99.55,115.61,2.5R fixed target,Stop,3,-4.705,-1.068
NAM-INDIA,Relative-strength leader breakout,2026-05-07,55,0.854,0.634,2026-05-08,2026-05-12,1113.12,1035.22,1307.89,2.5R fixed target,Stop,3,-7.299,-1.043
PARAS,Relative-strength leader breakout,2026-05-07,86,4.047,3.288,2026-05-08,2026-05-12,877.5,810.98,1043.81,2.5R fixed target,Stop,3,-7.881,-1.04
PRIVISCL,Relative-strength leader breakout,2026-05-07,63,0.996,0.939,2026-05-08,2026-05-12,3515,3342.11,3947.22,2.5R fixed target,Stop,3,-5.219,-1.061
RATNAMANI,Relative-strength leader breakout,2026-05-07,87,3.027,2.743,2026-05-11,2026-05-15,2886.56,2691.52,3374.16,2.5R fixed target,Stop,5,-7.057,-1.044
SAMBHV,Relative-strength leader breakout,2026-05-07,100,3.342,2.941,2026-05-08,2026-05-12,130.76,122.61,151.15,2.5R fixed target,Stop,3,-6.537,-1.048
SKYGOLD,Relative-strength leader breakout,2026-05-07,88,2.051,2.053,2026-05-08,2026-05-12,505.71,472.41,588.96,2.5R fixed target,Stop,3,-6.885,-1.046
SPARC,Relative-strength leader breakout,2026-05-07,92,1.978,1.939,2026-05-08,2026-05-14,169.14,152.56,210.58,2.5R fixed target,Time Exit,5,0.257,0.026
STAR,Relative-strength leader breakout,2026-05-07,100,2.813,1.892,2026-05-08,2026-05-14,1157.31,1084.75,1338.7,2.5R fixed target,Time Exit,5,-0.465,-0.074
STYLAMIND,Relative-strength leader breakout,2026-05-07,86,3.449,11.924,2026-05-08,2026-05-08,2700,2599.96,2950.1,2.5R fixed target,Stop,1,-4.005,-1.081
TFCILTD,Relative-strength leader breakout,2026-05-07,100,2.316,1.848,2026-05-08,2026-05-12,84.57,78.46,99.84,2.5R fixed target,Stop,3,-7.525,-1.042
WELCORP,Relative-strength leader breakout,2026-05-07,63,0.492,0.401,2026-05-08,2026-05-14,1304.6,1228.64,1494.52,2.5R fixed target,Time Exit,5,4.521,0.776
WHEELS,Relative-strength leader breakout,2026-05-07,71,1.201,0.895,2026-05-08,2026-05-14,1341.68,1226.58,1629.43,2.5R fixed target,Time Exit,5,-1.163,-0.136
BHARATWIRE,Relative-strength leader breakout,2026-05-08,78,2.135,1.26,2026-05-11,2026-05-11,257.51,237.29,308.07,2.5R fixed target,Stop,1,-8.153,-1.038
HAPPYFORGE,Relative-strength leader breakout,2026-05-08,82,1.55,1.332,2026-05-12,2026-05-14,1464.92,1373.59,1693.27,2.5R fixed target,Stop,3,-6.535,-1.048
KRISHNADEF,Relative-strength leader breakout,2026-05-08,95,2.038,1.974,2026-05-11,2026-05-12,1245.49,1133.97,1524.28,2.5R fixed target,Stop,2,-9.254,-1.034
MANKIND,Relative-strength leader breakout,2026-05-08,100,1.98,2.34,2026-05-11,2026-05-12,2469.83,2360.72,2742.61,2.5R fixed target,Stop,2,-4.718,-1.068
MON100,Relative-strength leader breakout,2026-05-08,68,2.007,1.299,2026-05-12,2026-05-18,323.37,309.33,358.48,2.5R fixed target,Time Exit,5,2.251,0.518
POLYCAB,Relative-strength leader breakout,2026-05-08,73,1.062,1.125,2026-05-12,2026-05-18,9177.32,8742.38,10264.66,2.5R fixed target,Time Exit,5,-0.587,-0.124
SAILIFE,Relative-strength leader breakout,2026-05-08,63,0.949,0.919,2026-05-11,2026-05-15,1126.25,1060.81,1289.84,2.5R fixed target,Gap Stop,5,-7.221,-1.243
SCI,Relative-strength leader breakout,2026-05-08,92,2.648,1.986,2026-05-11,2026-05-14,345.69,321.28,406.71,2.5R fixed target,Stop,4,-7.361,-1.042
THERMAX,Relative-strength leader breakout,2026-05-08,100,6.13,14.598,2026-05-11,2026-05-12,4768.52,4448.19,5569.33,2.5R fixed target,Stop,2,-7.017,-1.045
YATHARTH,Relative-strength leader breakout,2026-05-08,88,1.679,1.479,2026-05-11,2026-05-12,868.68,808.62,1018.84,2.5R fixed target,Stop,2,-7.214,-1.043
ACUTAAS,Relative-strength leader breakout,2026-05-11,53,0.958,0.882,2026-05-12,2026-05-18,2830.65,2632.76,3325.37,2.5R fixed target,Time Exit,5,-1.415,-0.202
CERA,Relative-strength leader breakout,2026-05-11,100,5.811,4.516,2026-05-12,2026-05-12,6184.85,5850.81,7019.94,2.5R fixed target,Stop,1,-5.701,-1.056
LLOYDSENGG,Relative-strength leader breakout,2026-05-11,100,4.79,3.381,2026-05-12,2026-05-18,67.64,62.4,80.74,2.5R fixed target,Time Exit,5,1.467,0.189
MCX,Relative-strength leader breakout,2026-05-11,76,1.556,2.223,2026-05-12,2026-05-18,3226.04,3062.4,3635.13,2.5R fixed target,Time Exit,5,3.493,0.689
PARACABLES,Relative-strength leader breakout,2026-05-11,100,9.08,9.856,2026-05-12,2026-05-12,60.9,55.13,75.33,2.5R fixed target,Stop,1,-9.777,-1.032
SAIL,Relative-strength leader breakout,2026-05-13,92,5.992,7.433,2026-05-14,2026-05-18,203,191.37,232.07,2.5R fixed target,Stop,3,-6.027,-1.052
SILVERADD,Relative-strength leader breakout,2026-05-13,90,1.766,2.007,2026-05-14,2026-05-15,274.95,262.71,305.54,2.5R fixed target,Gap Stop,2,-5.791,-1.301
TATSILV,Relative-strength leader breakout,2026-05-13,90,3.74,2.676,2026-05-14,2026-05-15,27.75,26.3,31.36,2.5R fixed target,Stop,2,-5.517,-1.058
ADANIENT,Relative-strength leader breakout,2026-05-14,88,2.993,3.616,2026-05-15,2026-05-21,2781.1,2564.58,3322.41,2.5R fixed target,Time Exit,5,-3.302,-0.424
ADANIGREEN,Relative-strength leader breakout,2026-05-14,61,1.02,0.989,2026-05-15,2026-05-18,1457,1334.01,1764.47,2.5R fixed target,Stop,2,-8.741,-1.036
ANTHEM,Relative-strength leader breakout,2026-05-14,83,1.029,1.063,2026-05-15,2026-05-15,825.55,787.1,921.66,2.5R fixed target,Stop,1,-4.957,-1.064
BALAMINES,Relative-strength leader breakout,2026-05-14,100,8.159,10.438,2026-05-15,2026-05-21,1660,1475.38,2121.54,2.5R fixed target,Time Exit,5,10.357,0.931
BSE,Relative-strength leader breakout,2026-05-14,60,2.142,1.669,2026-05-15,2026-05-21,4073.13,3876.83,4563.88,2.5R fixed target,Time Exit,5,2.493,0.517
DIACABS,Relative-strength leader breakout,2026-05-14,82,4.208,4.334,2026-05-15,2026-05-21,195,174.25,246.88,2.5R fixed target,Time Exit,5,-0.915,-0.086
LAURUSLABS,Relative-strength leader breakout,2026-05-14,69,1.168,1.012,2026-05-15,2026-05-21,1326.75,1258.32,1497.83,2.5R fixed target,Time Exit,5,1.528,0.296
MOLDTKPAC,Relative-strength leader breakout,2026-05-14,92,3.56,2.85,2026-05-15,2026-05-21,717.05,653.9,874.93,2.5R fixed target,Time Exit,5,-4.616,-0.524
SOLARINDS,Relative-strength leader breakout,2026-05-14,62,2.455,2.451,2026-05-15,2026-05-21,16740,15964.9,18677.75,2.5R fixed target,Target,5,11.276,2.435
BBOX,Relative-strength leader breakout,2026-05-15,65,0.944,0.722,2026-05-18,2026-05-22,887.57,806.09,1091.27,2.5R fixed target,Time Exit,5,7.336,0.799
CARBORUNIV,Relative-strength leader breakout,2026-05-15,100,9.113,10.685,2026-05-18,2026-05-21,1126.15,1052.85,1309.4,2.5R fixed target,Stop,4,-6.809,-1.046
SENORES,Relative-strength leader breakout,2026-05-15,100,3.07,3.719,2026-05-18,2026-05-22,1065.93,988.32,1259.96,2.5R fixed target,Time Exit,5,3.924,0.539
SHADOWFAX,Relative-strength leader breakout,2026-05-15,100,7.819,12.635,2026-05-18,2026-05-22,193.2,174.51,239.91,2.5R fixed target,Time Exit,5,3.885,0.402
SHILPAMED,Relative-strength leader breakout,2026-05-15,100,4.004,4.196,2026-05-18,2026-05-22,492.93,453.65,591.14,2.5R fixed target,Time Exit,5,-0.844,-0.106
TDPOWERSYS,Relative-strength leader breakout,2026-05-15,100,4.189,6.939,2026-05-18,2026-05-19,1339.47,1218.82,1641.1,2.5R fixed target,Stop,2,-9.307,-1.033
WHEELS,Relative-strength leader breakout,2026-05-15,88,2.463,2.754,2026-05-18,2026-05-22,1502.9,1358.13,1864.82,2.5R fixed target,Time Exit,5,11.318,1.175
ARVIND,Relative-strength leader breakout,2026-05-18,92,4.261,5.361,2026-05-19,2026-05-25,483.97,444.5,582.64,2.5R fixed target,Time Exit,5,-0.655,-0.08
FCL,Relative-strength leader breakout,2026-05-18,100,7.444,13.599,2026-05-19,2026-05-25,33,27.62,46.45,2.5R fixed target,Time Exit,5,17.973,1.102
GESHIP,Relative-strength leader breakout,2026-05-18,100,7.457,16.703,2026-05-19,2026-05-25,1733.46,1591.61,2088.09,2.5R fixed target,Time Exit,5,-5.195,-0.635
GLAND,Relative-strength leader breakout,2026-05-18,100,15.948,46.749,2026-05-19,2026-05-25,2211.41,2064.75,2578.07,2.5R fixed target,Time Exit,5,5.234,0.789
MARKSANS,Relative-strength leader breakout,2026-05-18,100,2.538,3.355,2026-05-19,2026-05-25,219.95,202.71,263.04,2.5R fixed target,Time Exit,5,-0.159,-0.02
RANEHOLDIN,Relative-strength leader breakout,2026-05-18,100,2.589,2.827,2026-05-19,2026-05-25,1528.05,1389.76,1873.77,2.5R fixed target,Stop,5,-9.35,-1.033
STYLAMIND,Relative-strength leader breakout,2026-05-18,80,1.896,2.287,2026-05-19,2026-05-25,2832.55,2622.82,3356.9,2.5R fixed target,Time Exit,5,0.45,0.061
ACUTAAS,Relative-strength leader breakout,2026-05-19,53,1.098,0.924,2026-05-21,2026-05-27,2911.81,2697.7,3447.09,2.5R fixed target,Time Exit,5,2.749,0.374
APOLLO,Relative-strength leader breakout,2026-05-19,95,4.524,10.625,2026-05-20,2026-05-26,358.42,325.6,440.46,2.5R fixed target,Time Exit,5,14.678,1.603
POLICYBZR,Relative-strength leader breakout,2026-05-19,60,3.181,2.319,2026-05-20,2026-05-26,1836.97,1726.68,2112.69,2.5R fixed target,Time Exit,5,-2.911,-0.485
RPEL,Relative-strength leader breakout,2026-05-19,75,0.789,0.848,2026-05-21,2026-05-27,925.85,847.47,1121.79,2.5R fixed target,Time Exit,5,4.048,0.478
SUVEN,Relative-strength leader breakout,2026-05-19,100,5.062,13.009,2026-05-20,2026-05-26,276.55,251.77,338.51,2.5R fixed target,Time Exit,5,-1.248,-0.139
TRITURBINE,Relative-strength leader breakout,2026-05-19,100,7.324,15.38,2026-05-20,2026-05-26,656.71,606.99,781.02,2.5R fixed target,Time Exit,5,4.838,0.639
ENRIN,Relative-strength leader breakout,2026-05-20,90,7.014,8.305,2026-05-21,2026-05-27,3500.99,3282.44,4047.36,2.5R fixed target,Time Exit,5,7.272,1.165
IOLCP,Relative-strength leader breakout,2026-05-20,92,5.63,6.232,2026-05-21,2026-05-27,121.64,110.77,148.84,2.5R fixed target,Time Exit,5,7.721,0.863
KIRLPNU,Relative-strength leader breakout,2026-05-20,53,0.89,0.622,2026-05-21,2026-05-27,1644.5,1525.66,1941.61,2.5R fixed target,Time Exit,5,-0.343,-0.047
MANINDS,Relative-strength leader breakout,2026-05-20,100,3.664,4.195,2026-05-21,2026-05-21,604.21,556.42,723.66,2.5R fixed target,Stop,1,-8.208,-1.038
MANKIND,Relative-strength leader breakout,2026-05-20,100,4.58,7.705,2026-05-21,2026-05-22,2630.25,2489.52,2982.06,2.5R fixed target,Stop,2,-5.65,-1.056
SCHNEIDER,Relative-strength leader breakout,2026-05-20,75,0.616,0.238,2026-05-21,2026-05-27,1343,1188.28,1729.8,2.5R fixed target,Time Exit,5,2.276,0.198
ASTRAMICRO,Relative-strength leader breakout,2026-05-21,64,1.851,1.731,2026-05-22,2026-05-26,1191.38,1115.7,1380.57,2.5R fixed target,Target,3,15.58,2.453
DEEPAKFERT,Relative-strength leader breakout,2026-05-21,100,2.645,1.823,2026-05-22,2026-05-27,1397.79,1298.91,1644.98,2.5R fixed target,Time Exit,5,3.314,0.468
JARO,Relative-strength leader breakout,2026-05-21,90,1.697,0.616,2026-05-22,2026-05-27,562.6,507.83,699.53,2.5R fixed target,Time Exit,5,0.589,0.06
NRBBEARING,Relative-strength leader breakout,2026-05-21,65,1.228,0.701,2026-05-22,2026-05-27,371.69,340.39,449.95,2.5R fixed target,Time Exit,5,2.419,0.287
PREMEXPLN,Relative-strength leader breakout,2026-05-21,100,2.606,2.234,2026-05-22,2026-05-25,584.42,533.57,711.54,2.5R fixed target,Target,2,21.452,2.466
SANSERA,Relative-strength leader breakout,2026-05-21,92,10.907,17.276,2026-05-22,2026-05-27,2903.8,2694.4,3427.3,2.5R fixed target,Time Exit,5,1.005,0.139
SBC,Relative-strength leader breakout,2026-05-21,92,2.312,2.435,2026-05-22,2026-05-27,38.39,36.64,42.75,2.5R fixed target,Time Exit,5,3.616,0.796
BAJAJCON,Relative-strength leader breakout,2026-05-22,63,0.971,0.872,2026-05-25,2026-05-29,579.16,521.71,722.78,2.5R fixed target,Time Exit,5,-4.851,-0.489
ENTERO,Relative-strength leader breakout,2026-05-22,92,2.181,2.818,2026-05-25,2026-05-25,1376.75,1279.44,1620.03,2.5R fixed target,Stop,1,-7.368,-1.042
NIBE,Relative-strength leader breakout,2026-05-22,100,7.728,10.861,2026-05-25,2026-05-29,1550,1343.5,2066.24,2.5R fixed target,Time Exit,5,-7.21,-0.541
RATEGAIN,Relative-strength leader breakout,2026-05-22,92,7.034,18.13,2026-05-25,2026-05-29,737.37,673.05,898.17,2.5R fixed target,Time Exit,5,0.931,0.107
SANDHAR,Relative-strength leader breakout,2026-05-22,85,8.487,13.882,2026-05-25,2026-05-29,652.1,600.23,781.79,2.5R fixed target,Time Exit,5,3.173,0.399
TATACOMM,Relative-strength leader breakout,2026-05-22,100,4.272,3.702,2026-05-25,2026-05-29,1982.96,1860.96,2287.96,2.5R fixed target,Time Exit,5,-1.206,-0.196
ADANIENT,Relative-strength leader breakout,2026-05-25,81,1.348,1.054,2026-05-26,2026-06-01,2864.52,2701.91,3271.05,2.5R fixed target,Time Exit,5,1.267,0.223
BLISSGVS,Relative-strength leader breakout,2026-05-25,87,4.424,5.149,2026-05-26,2026-05-27,329.86,304.78,392.56,2.5R fixed target,Target,2,18.709,2.461
CAPLIPOINT,Relative-strength leader breakout,2026-05-25,84,1.43,0.702,2026-05-26,2026-06-01,2099,1983.33,2388.19,2.5R fixed target,Time Exit,5,-5.069,-0.92
FEDFINA,Relative-strength leader breakout,2026-05-25,60,2.552,2.431,2026-05-26,2026-06-01,166,154.4,195.01,2.5R fixed target,Time Exit,5,-5.933,-0.849
KOPRAN,Relative-strength leader breakout,2026-05-25,82,13.14,19.727,2026-05-26,2026-08-31,196.2,178.24,241.1,2.5R fixed target,Time Exit,5,10.724,1.171
LLOYDSENGG,Relative-strength leader breakout,2026-05-25,88,2.277,1.998,2026-05-26,2026-06-01,76.1,69.32,93.06,2.5R fixed target,Time Exit,5,-6.623,-0.743
MAYURUNIQ,Relative-strength leader breakout,2026-05-25,92,2.847,1.504,2026-05-27,2026-06-02,767.53,699.59,937.39,2.5R fixed target,Time Exit,5,-3.203,-0.362
